WARNING:tensorflow:From train.py:17: The name tf.set_random_seed is deprecated. Please use tf.compat.v1.set_random_seed instead.

WARNING:tensorflow:From train.py:105: The name tf.Session is deprecated. Please use tf.compat.v1.Session instead.

2024-07-01 19:52:39.861307: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2024-07-01 19:52:39.881647: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x7f9e0182ce60 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2024-07-01 19:52:39.881679: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:9: The name tf.placeholder is deprecated. Please use tf.compat.v1.placeholder instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:19: The name tf.get_variable is deprecated. Please use tf.compat.v1.get_variable instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:32: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.Dense instead.
WARNING:tensorflow:From /Users/qfy/anaconda3/envs/tensorflow/lib/python3.7/site-packages/tensorflow_core/python/layers/core.py:187: Layer.apply (from tensorflow.python.keras.engine.base_layer) is deprecated and will be removed in a future version.
Instructions for updating:
Please use `layer.__call__` method instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:225: The name tf.AUTO_REUSE is deprecated. Please use tf.compat.v1.AUTO_REUSE instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:234: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:54: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.BatchNormalization instead.  In particular, `tf.control_dependencies(tf.GraphKeys.UPDATE_OPS)` should not be used (consult the `tf.keras.layers.batch_normalization` documentation).
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/Dice.py:4: The name tf.variable_scope is deprecated. Please use tf.compat.v1.variable_scope instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:133: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.cast` instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:147: The name tf.assign is deprecated. Please use tf.compat.v1.assign instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:155: The name tf.trainable_variables is deprecated. Please use tf.compat.v1.trainable_variables instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:156: The name tf.train.GradientDescentOptimizer is deprecated. Please use tf.compat.v1.train.GradientDescentOptimizer instead.

WARNING:tensorflow:From train.py:108: The name tf.global_variables_initializer is deprecated. Please use tf.compat.v1.global_variables_initializer instead.

WARNING:tensorflow:From train.py:109: The name tf.local_variables_initializer is deprecated. Please use tf.compat.v1.local_variables_initializer instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:195: The name tf.train.Saver is deprecated. Please use tf.compat.v1.train.Saver instead.

[None, 300]
[None, 300]
[None, 300]
[None, 300]
(?, 100, ?, 1200)
[None, 100, 300]
[None, 2]
test_gauc: 0.5017	 test_auc: 0.5008
Epoch 0 Global_step 1000	Train_loss: 0.6870	Eval_GAUC: 0.6601	Eval_AUC: 0.6605
Epoch 1 Global_step 109000	Train_loss: 0.4610	Eval_GAUC: 0.8980	Eval_AUC: 0.9048
Epoch 1 Global_step 110000	Train_loss: 0.4612	Eval_GAUC: 0.9210	Eval_AUC: 0.9238
Epoch 1 Global_step 111000	Train_loss: 0.4638	Eval_GAUC: 0.8935	Eval_AUC: 0.9005
Epoch 1 Global_step 112000	Train_loss: 0.4568	Eval_GAUC: 0.8899	Eval_AUC: 0.8949
Epoch 1 Global_step 113000	Train_loss: 0.4661	Eval_GAUC: 0.8951	Eval_AUC: 0.9005
Epoch 1 Global_step 114000	Train_loss: 0.4638	Eval_GAUC: 0.8944	Eval_AUC: 0.9014
Epoch 1 Global_step 115000	Train_loss: 0.4613	Eval_GAUC: 0.9156	Eval_AUC: 0.9188
Epoch 1 Global_step 116000	Train_loss: 0.4600	Eval_GAUC: 0.9120	Eval_AUC: 0.9157
Epoch 1 Global_step 117000	Train_loss: 0.4625	Eval_GAUC: 0.8940	Eval_AUC: 0.8966
Epoch 1 Global_step 118000	Train_loss: 0.4650	Eval_GAUC: 0.9053	Eval_AUC: 0.9088
Epoch 1 Global_step 119000	Train_loss: 0.4598	Eval_GAUC: 0.9194	Eval_AUC: 0.9233
Epoch 1 Global_step 120000	Train_loss: 0.4561	Eval_GAUC: 0.9133	Eval_AUC: 0.9192
Epoch 1 Global_step 121000	Train_loss: 0.4632	Eval_GAUC: 0.8860	Eval_AUC: 0.8896
Epoch 1 Global_step 122000	Train_loss: 0.4581	Eval_GAUC: 0.8955	Eval_AUC: 0.9006
Epoch 1 Global_step 123000	Train_loss: 0.4564	Eval_GAUC: 0.9250	Eval_AUC: 0.9289
Epoch 1 Global_step 124000	Train_loss: 0.4607	Eval_GAUC: 0.9044	Eval_AUC: 0.9102
Epoch 1 Global_step 125000	Train_loss: 0.4559	Eval_GAUC: 0.9117	Eval_AUC: 0.9164
Epoch 1 Global_step 126000	Train_loss: 0.4601	Eval_GAUC: 0.9101	Eval_AUC: 0.9146
Epoch 1 Global_step 127000	Train_loss: 0.4573	Eval_GAUC: 0.9000	Eval_AUC: 0.9045
Epoch 1 Global_step 128000	Train_loss: 0.4593	Eval_GAUC: 0.9242	Eval_AUC: 0.9294
Epoch 1 Global_step 129000	Train_loss: 0.4610	Eval_GAUC: 0.9055	Eval_AUC: 0.9104
Epoch 1 Global_step 130000	Train_loss: 0.4588	Eval_GAUC: 0.9093	Eval_AUC: 0.9125
Epoch 1 Global_step 131000	Train_loss: 0.4587	Eval_GAUC: 0.9098	Eval_AUC: 0.9130
Epoch 1 Global_step 132000	Train_loss: 0.4575	Eval_GAUC: 0.8974	Eval_AUC: 0.9028
Epoch 1 Global_step 133000	Train_loss: 0.4585	Eval_GAUC: 0.9377	Eval_AUC: 0.9404
Epoch 1 Global_step 134000	Train_loss: 0.4595	Eval_GAUC: 0.8953	Eval_AUC: 0.8990
Epoch 1 Global_step 135000	Train_loss: 0.4596	Eval_GAUC: 0.9028	Eval_AUC: 0.9094
Epoch 1 Global_step 136000	Train_loss: 0.4541	Eval_GAUC: 0.8879	Eval_AUC: 0.8941
Epoch 1 Global_step 137000	Train_loss: 0.4533	Eval_GAUC: 0.9168	Eval_AUC: 0.9210
Epoch 1 Global_step 138000	Train_loss: 0.4572	Eval_GAUC: 0.8983	Eval_AUC: 0.9036
Epoch 1 Global_step 139000	Train_loss: 0.4542	Eval_GAUC: 0.9179	Eval_AUC: 0.9215
Epoch 1 Global_step 140000	Train_loss: 0.4584	Eval_GAUC: 0.9226	Eval_AUC: 0.9274
Epoch 1 Global_step 141000	Train_loss: 0.4551	Eval_GAUC: 0.9097	Eval_AUC: 0.9141
Epoch 1 Global_step 142000	Train_loss: 0.4584	Eval_GAUC: 0.8988	Eval_AUC: 0.9039
Epoch 1 Global_step 143000	Train_loss: 0.4480	Eval_GAUC: 0.9102	Eval_AUC: 0.9151
Epoch 1 Global_step 144000	Train_loss: 0.4530	Eval_GAUC: 0.8982	Eval_AUC: 0.9017
Epoch 1 Global_step 145000	Train_loss: 0.4503	Eval_GAUC: 0.9039	Eval_AUC: 0.9090
Epoch 1 Global_step 146000	Train_loss: 0.4548	Eval_GAUC: 0.9015	Eval_AUC: 0.9063
Epoch 1 Global_step 147000	Train_loss: 0.4531	Eval_GAUC: 0.9135	Eval_AUC: 0.9177
Epoch 1 Global_step 148000	Train_loss: 0.4507	Eval_GAUC: 0.8906	Eval_AUC: 0.8966
Epoch 1 Global_step 149000	Train_loss: 0.4559	Eval_GAUC: 0.9015	Eval_AUC: 0.9081
Epoch 1 Global_step 150000	Train_loss: 0.4540	Eval_GAUC: 0.9187	Eval_AUC: 0.9221
Epoch 1 Global_step 151000	Train_loss: 0.4534	Eval_GAUC: 0.9004	Eval_AUC: 0.9046
Epoch 1 Global_step 152000	Train_loss: 0.4493	Eval_GAUC: 0.8957	Eval_AUC: 0.9012
Epoch 1 Global_step 153000	Train_loss: 0.4486	Eval_GAUC: 0.9056	Eval_AUC: 0.9116
Epoch 1 Global_step 154000	Train_loss: 0.4437	Eval_GAUC: 0.9214	Eval_AUC: 0.9262
Epoch 1 Global_step 155000	Train_loss: 0.4424	Eval_GAUC: 0.8966	Eval_AUC: 0.9003
Epoch 1 Global_step 156000	Train_loss: 0.4455	Eval_GAUC: 0.9283	Eval_AUC: 0.9299
Epoch 1 Global_step 157000	Train_loss: 0.4475	Eval_GAUC: 0.9190	Eval_AUC: 0.9239
Epoch 1 Global_step 158000	Train_loss: 0.4435	Eval_GAUC: 0.8954	Eval_AUC: 0.9001
Epoch 1 Global_step 159000	Train_loss: 0.4456	Eval_GAUC: 0.8759	Eval_AUC: 0.8830
Epoch 1 Global_step 160000	Train_loss: 0.4481	Eval_GAUC: 0.9078	Eval_AUC: 0.9111
Epoch 1 Global_step 161000	Train_loss: 0.4493	Eval_GAUC: 0.9176	Eval_AUC: 0.9220
Epoch 1 Global_step 162000	Train_loss: 0.4516	Eval_GAUC: 0.8969	Eval_AUC: 0.9019
Epoch 1 Global_step 163000	Train_loss: 0.4458	Eval_GAUC: 0.9124	Eval_AUC: 0.9182
Epoch 1 DONE	Cost time: 30924.84
Epoch 2 Global_step 164000	Train_loss: 0.3840	Eval_GAUC: 0.9255	Eval_AUC: 0.9310
Epoch 2 Global_step 165000	Train_loss: 0.4084	Eval_GAUC: 0.9153	Eval_AUC: 0.9182
Epoch 2 Global_step 166000	Train_loss: 0.4107	Eval_GAUC: 0.9205	Eval_AUC: 0.9244
Epoch 2 Global_step 167000	Train_loss: 0.4082	Eval_GAUC: 0.9011	Eval_AUC: 0.9063
Epoch 2 Global_step 168000	Train_loss: 0.4111	Eval_GAUC: 0.9174	Eval_AUC: 0.9226
Epoch 2 Global_step 169000	Train_loss: 0.4123	Eval_GAUC: 0.9274	Eval_AUC: 0.9317
Epoch 2 Global_step 170000	Train_loss: 0.4129	Eval_GAUC: 0.9116	Eval_AUC: 0.9153
Epoch 2 Global_step 171000	Train_loss: 0.4102	Eval_GAUC: 0.9230	Eval_AUC: 0.9274
Epoch 2 Global_step 172000	Train_loss: 0.4123	Eval_GAUC: 0.8794	Eval_AUC: 0.8838
Epoch 2 Global_step 173000	Train_loss: 0.4166	Eval_GAUC: 0.9133	Eval_AUC: 0.9189
Epoch 2 Global_step 174000	Train_loss: 0.4144	Eval_GAUC: 0.9245	Eval_AUC: 0.9297
Epoch 2 Global_step 175000	Train_loss: 0.4180	Eval_GAUC: 0.9070	Eval_AUC: 0.9122
Epoch 2 Global_step 176000	Train_loss: 0.4140	Eval_GAUC: 0.9078	Eval_AUC: 0.9122
Epoch 2 Global_step 177000	Train_loss: 0.4151	Eval_GAUC: 0.9056	Eval_AUC: 0.9118
Epoch 2 Global_step 178000	Train_loss: 0.4213	Eval_GAUC: 0.9014	Eval_AUC: 0.9048
Epoch 2 Global_step 179000	Train_loss: 0.4199	Eval_GAUC: 0.9024	Eval_AUC: 0.9060
Epoch 2 Global_step 180000	Train_loss: 0.4203	Eval_GAUC: 0.9029	Eval_AUC: 0.9072
