WARNING:tensorflow:From train.py:17: The name tf.set_random_seed is deprecated. Please use tf.compat.v1.set_random_seed instead.

WARNING:tensorflow:From train.py:105: The name tf.Session is deprecated. Please use tf.compat.v1.Session instead.

2024-07-08 10:36:32.055521: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2024-07-08 10:36:32.070661: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x7fe4f2cb61e0 initialized for platform Host (this does not guarantee that XLA will be used). Devices:
2024-07-08 10:36:32.070699: I tensorflow/compiler/xla/service/service.cc:176]   StreamExecutor device (0): Host, Default Version
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:10: The name tf.placeholder is deprecated. Please use tf.compat.v1.placeholder instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:54: The name tf.get_variable is deprecated. Please use tf.compat.v1.get_variable instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:67: dense (from tensorflow.python.layers.core) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.Dense instead.
WARNING:tensorflow:From /Users/qfy/anaconda3/envs/tensorflow/lib/python3.7/site-packages/tensorflow_core/python/layers/core.py:187: Layer.apply (from tensorflow.python.keras.engine.base_layer) is deprecated and will be removed in a future version.
Instructions for updating:
Please use `layer.__call__` method instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:260: The name tf.AUTO_REUSE is deprecated. Please use tf.compat.v1.AUTO_REUSE instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:269: where (from tensorflow.python.ops.array_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.where in 2.0, which has the same broadcast rule as np.where
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:89: batch_normalization (from tensorflow.python.layers.normalization) is deprecated and will be removed in a future version.
Instructions for updating:
Use keras.layers.BatchNormalization instead.  In particular, `tf.control_dependencies(tf.GraphKeys.UPDATE_OPS)` should not be used (consult the `tf.keras.layers.batch_normalization` documentation).
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/Dice.py:4: The name tf.variable_scope is deprecated. Please use tf.compat.v1.variable_scope instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:168: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use `tf.cast` instead.
WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:182: The name tf.assign is deprecated. Please use tf.compat.v1.assign instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:190: The name tf.trainable_variables is deprecated. Please use tf.compat.v1.trainable_variables instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:191: The name tf.train.GradientDescentOptimizer is deprecated. Please use tf.compat.v1.train.GradientDescentOptimizer instead.

WARNING:tensorflow:From train.py:108: The name tf.global_variables_initializer is deprecated. Please use tf.compat.v1.global_variables_initializer instead.

WARNING:tensorflow:From train.py:109: The name tf.local_variables_initializer is deprecated. Please use tf.compat.v1.local_variables_initializer instead.

WARNING:tensorflow:From /Users/qfy/Desktop/DeepInterestNetwork-master/din/model_dice.py:230: The name tf.train.Saver is deprecated. Please use tf.compat.v1.train.Saver instead.

user_emb[0][0]: 0.01657
[None, 300]
[None, 300]
[None, 300]
[None, 300]
(?, 100, ?, 1200)
[None, 100, 300]
[None, 2]
test_gauc: 0.5956	 test_auc: 0.5869
Epoch 0 Global_step 1000	Train_loss: 0.5828	Eval_GAUC: 0.6064	Eval_AUC: 0.6062
Epoch 0 Global_step 37000	Train_loss: 0.5062	Eval_GAUC: 0.6344	Eval_AUC: 0.6360
Epoch 0 Global_step 38000	Train_loss: 0.5080	Eval_GAUC: 0.6576	Eval_AUC: 0.6615
Epoch 0 Global_step 39000	Train_loss: 0.5066	Eval_GAUC: 0.6463	Eval_AUC: 0.6474
Epoch 0 Global_step 40000	Train_loss: 0.5057	Eval_GAUC: 0.6109	Eval_AUC: 0.6123
Epoch 0 Global_step 41000	Train_loss: 0.5085	Eval_GAUC: 0.6313	Eval_AUC: 0.6328
Epoch 0 Global_step 42000	Train_loss: 0.5103	Eval_GAUC: 0.6208	Eval_AUC: 0.6232
Epoch 0 Global_step 43000	Train_loss: 0.5074	Eval_GAUC: 0.6199	Eval_AUC: 0.6213
Epoch 0 Global_step 44000	Train_loss: 0.5061	Eval_GAUC: 0.6261	Eval_AUC: 0.6272
Epoch 0 Global_step 45000	Train_loss: 0.4998	Eval_GAUC: 0.5997	Eval_AUC: 0.6009
Epoch 0 Global_step 46000	Train_loss: 0.5025	Eval_GAUC: 0.6391	Eval_AUC: 0.6417
Epoch 0 Global_step 47000	Train_loss: 0.5027	Eval_GAUC: 0.6526	Eval_AUC: 0.6541
Epoch 0 Global_step 48000	Train_loss: 0.5036	Eval_GAUC: 0.6421	Eval_AUC: 0.6434
Epoch 0 Global_step 49000	Train_loss: 0.5080	Eval_GAUC: 0.6254	Eval_AUC: 0.6286
Epoch 0 Global_step 50000	Train_loss: 0.4995	Eval_GAUC: 0.6557	Eval_AUC: 0.6575
Epoch 0 Global_step 51000	Train_loss: 0.5034	Eval_GAUC: 0.6314	Eval_AUC: 0.6324
Epoch 0 Global_step 52000	Train_loss: 0.4976	Eval_GAUC: 0.6522	Eval_AUC: 0.6547
Epoch 0 Global_step 53000	Train_loss: 0.5018	Eval_GAUC: 0.6419	Eval_AUC: 0.6442
Epoch 0 Global_step 54000	Train_loss: 0.5037	Eval_GAUC: 0.6508	Eval_AUC: 0.6531
Epoch 0 Global_step 55000	Train_loss: 0.5002	Eval_GAUC: 0.6739	Eval_AUC: 0.6758
Epoch 0 Global_step 56000	Train_loss: 0.4999	Eval_GAUC: 0.6619	Eval_AUC: 0.6631
Epoch 0 Global_step 57000	Train_loss: 0.5014	Eval_GAUC: 0.6730	Eval_AUC: 0.6774
Epoch 0 Global_step 58000	Train_loss: 0.5015	Eval_GAUC: 0.6842	Eval_AUC: 0.6856
Epoch 0 Global_step 59000	Train_loss: 0.4993	Eval_GAUC: 0.6597	Eval_AUC: 0.6607
Epoch 0 Global_step 60000	Train_loss: 0.4962	Eval_GAUC: 0.6636	Eval_AUC: 0.6652
Epoch 0 Global_step 61000	Train_loss: 0.5029	Eval_GAUC: 0.6635	Eval_AUC: 0.6660
Epoch 0 Global_step 62000	Train_loss: 0.5005	Eval_GAUC: 0.6552	Eval_AUC: 0.6561
Epoch 0 Global_step 63000	Train_loss: 0.5022	Eval_GAUC: 0.6879	Eval_AUC: 0.6916
Epoch 0 Global_step 64000	Train_loss: 0.5023	Eval_GAUC: 0.6338	Eval_AUC: 0.6347
Epoch 0 Global_step 65000	Train_loss: 0.4974	Eval_GAUC: 0.6643	Eval_AUC: 0.6649
Epoch 0 Global_step 66000	Train_loss: 0.4935	Eval_GAUC: 0.6503	Eval_AUC: 0.6525
Epoch 0 Global_step 67000	Train_loss: 0.5000	Eval_GAUC: 0.7002	Eval_AUC: 0.7011
Epoch 0 Global_step 68000	Train_loss: 0.5044	Eval_GAUC: 0.6788	Eval_AUC: 0.6810
Epoch 0 Global_step 69000	Train_loss: 0.4950	Eval_GAUC: 0.6109	Eval_AUC: 0.6136
Epoch 0 Global_step 70000	Train_loss: 0.5027	Eval_GAUC: 0.6422	Eval_AUC: 0.6450
Epoch 0 Global_step 71000	Train_loss: 0.5007	Eval_GAUC: 0.6529	Eval_AUC: 0.6554
Epoch 0 Global_step 72000	Train_loss: 0.4950	Eval_GAUC: 0.6873	Eval_AUC: 0.6901
Epoch 0 Global_step 73000	Train_loss: 0.4983	Eval_GAUC: 0.6656	Eval_AUC: 0.6687
Epoch 0 Global_step 74000	Train_loss: 0.4998	Eval_GAUC: 0.6502	Eval_AUC: 0.6508
Epoch 0 Global_step 75000	Train_loss: 0.4981	Eval_GAUC: 0.6658	Eval_AUC: 0.6668
Epoch 0 Global_step 76000	Train_loss: 0.4985	Eval_GAUC: 0.6774	Eval_AUC: 0.6776
Epoch 0 Global_step 77000	Train_loss: 0.4993	Eval_GAUC: 0.6776	Eval_AUC: 0.6792
Epoch 0 Global_step 78000	Train_loss: 0.4942	Eval_GAUC: 0.6458	Eval_AUC: 0.6470
Epoch 0 Global_step 79000	Train_loss: 0.4978	Eval_GAUC: 0.5987	Eval_AUC: 0.6001
Epoch 0 Global_step 80000	Train_loss: 0.4959	Eval_GAUC: 0.6747	Eval_AUC: 0.6750
Epoch 0 Global_step 81000	Train_loss: 0.4966	Eval_GAUC: 0.6282	Eval_AUC: 0.6303
Epoch 0 DONE	Cost time: 14798.18
Epoch 1 Global_step 82000	Train_loss: 0.2316	Eval_GAUC: 0.6710	Eval_AUC: 0.6733
Epoch 1 Global_step 83000	Train_loss: 0.4881	Eval_GAUC: 0.6742	Eval_AUC: 0.6754
Epoch 1 Global_step 84000	Train_loss: 0.4902	Eval_GAUC: 0.6747	Eval_AUC: 0.6753
Epoch 1 Global_step 85000	Train_loss: 0.4916	Eval_GAUC: 0.6602	Eval_AUC: 0.6601
Epoch 1 Global_step 86000	Train_loss: 0.4935	Eval_GAUC: 0.7205	Eval_AUC: 0.7232
Epoch 1 Global_step 87000	Train_loss: 0.4893	Eval_GAUC: 0.6653	Eval_AUC: 0.6667
Epoch 1 Global_step 88000	Train_loss: 0.4942	Eval_GAUC: 0.6750	Eval_AUC: 0.6830
Epoch 1 Global_step 89000	Train_loss: 0.4914	Eval_GAUC: 0.6481	Eval_AUC: 0.6504
Epoch 1 Global_step 90000	Train_loss: 0.4926	Eval_GAUC: 0.6862	Eval_AUC: 0.6879
Epoch 1 Global_step 91000	Train_loss: 0.4921	Eval_GAUC: 0.6870	Eval_AUC: 0.6906
Epoch 1 Global_step 92000	Train_loss: 0.4954	Eval_GAUC: 0.7072	Eval_AUC: 0.7098
Epoch 1 Global_step 93000	Train_loss: 0.4891	Eval_GAUC: 0.6769	Eval_AUC: 0.6805
Epoch 1 Global_step 94000	Train_loss: 0.4884	Eval_GAUC: 0.6826	Eval_AUC: 0.6845
Epoch 1 Global_step 95000	Train_loss: 0.4839	Eval_GAUC: 0.6858	Eval_AUC: 0.6867
Epoch 1 Global_step 96000	Train_loss: 0.4874	Eval_GAUC: 0.6753	Eval_AUC: 0.6785
Epoch 1 Global_step 97000	Train_loss: 0.4929	Eval_GAUC: 0.6579	Eval_AUC: 0.6586
Epoch 1 Global_step 98000	Train_loss: 0.4913	Eval_GAUC: 0.6453	Eval_AUC: 0.6469
Epoch 1 Global_step 99000	Train_loss: 0.4931	Eval_GAUC: 0.6857	Eval_AUC: 0.6872
Epoch 1 Global_step 100000	Train_loss: 0.4882	Eval_GAUC: 0.6704	Eval_AUC: 0.6713
Epoch 1 Global_step 101000	Train_loss: 0.4891	Eval_GAUC: 0.7141	Eval_AUC: 0.7162
Epoch 1 Global_step 102000	Train_loss: 0.4828	Eval_GAUC: 0.6840	Eval_AUC: 0.6857
Epoch 1 Global_step 103000	Train_loss: 0.4893	Eval_GAUC: 0.6473	Eval_AUC: 0.6478
Epoch 1 Global_step 104000	Train_loss: 0.4952	Eval_GAUC: 0.6766	Eval_AUC: 0.6774
Epoch 1 Global_step 105000	Train_loss: 0.4917	Eval_GAUC: 0.6815	Eval_AUC: 0.6821
Epoch 1 Global_step 106000	Train_loss: 0.4874	Eval_GAUC: 0.6945	Eval_AUC: 0.6980
Epoch 1 Global_step 107000	Train_loss: 0.4901	Eval_GAUC: 0.6539	Eval_AUC: 0.6537
Epoch 1 Global_step 108000	Train_loss: 0.4851	Eval_GAUC: 0.6901	Eval_AUC: 0.6920
Epoch 1 Global_step 109000	Train_loss: 0.4836	Eval_GAUC: 0.6700	Eval_AUC: 0.6715
Epoch 1 Global_step 110000	Train_loss: 0.4869	Eval_GAUC: 0.7311	Eval_AUC: 0.7343
Epoch 1 Global_step 111000	Train_loss: 0.4858	Eval_GAUC: 0.6680	Eval_AUC: 0.6697
Epoch 1 Global_step 112000	Train_loss: 0.4828	Eval_GAUC: 0.6890	Eval_AUC: 0.6903
Epoch 1 Global_step 113000	Train_loss: 0.4922	Eval_GAUC: 0.6890	Eval_AUC: 0.6915
Epoch 1 Global_step 114000	Train_loss: 0.4890	Eval_GAUC: 0.6863	Eval_AUC: 0.6888
Epoch 1 Global_step 115000	Train_loss: 0.4866	Eval_GAUC: 0.7377	Eval_AUC: 0.7408
Epoch 1 Global_step 116000	Train_loss: 0.4819	Eval_GAUC: 0.7068	Eval_AUC: 0.7091
Epoch 1 Global_step 117000	Train_loss: 0.4903	Eval_GAUC: 0.6626	Eval_AUC: 0.6669
Epoch 1 Global_step 118000	Train_loss: 0.4906	Eval_GAUC: 0.7294	Eval_AUC: 0.7317
Epoch 1 Global_step 119000	Train_loss: 0.4871	Eval_GAUC: 0.7049	Eval_AUC: 0.7056
Epoch 1 Global_step 120000	Train_loss: 0.4849	Eval_GAUC: 0.6780	Eval_AUC: 0.6799
Epoch 1 Global_step 121000	Train_loss: 0.4915	Eval_GAUC: 0.6810	Eval_AUC: 0.6816
Epoch 1 Global_step 122000	Train_loss: 0.4856	Eval_GAUC: 0.6750	Eval_AUC: 0.6766
Epoch 1 Global_step 123000	Train_loss: 0.4815	Eval_GAUC: 0.6836	Eval_AUC: 0.6848
Epoch 1 Global_step 124000	Train_loss: 0.4872	Eval_GAUC: 0.7058	Eval_AUC: 0.7071
Epoch 1 Global_step 125000	Train_loss: 0.4813	Eval_GAUC: 0.6675	Eval_AUC: 0.6699
Epoch 1 Global_step 126000	Train_loss: 0.4881	Eval_GAUC: 0.7263	Eval_AUC: 0.7286
Epoch 1 Global_step 127000	Train_loss: 0.4873	Eval_GAUC: 0.6863	Eval_AUC: 0.6887
Epoch 1 Global_step 128000	Train_loss: 0.4886	Eval_GAUC: 0.6331	Eval_AUC: 0.6333
Epoch 1 Global_step 129000	Train_loss: 0.4909	Eval_GAUC: 0.7002	Eval_AUC: 0.7009
Epoch 1 Global_step 130000	Train_loss: 0.4848	Eval_GAUC: 0.6673	Eval_AUC: 0.6678
Epoch 1 Global_step 131000	Train_loss: 0.4842	Eval_GAUC: 0.6719	Eval_AUC: 0.6735
Epoch 1 Global_step 132000	Train_loss: 0.4860	Eval_GAUC: 0.6995	Eval_AUC: 0.6993
Epoch 1 Global_step 133000	Train_loss: 0.4883	Eval_GAUC: 0.6932	Eval_AUC: 0.6952
Epoch 1 Global_step 134000	Train_loss: 0.4883	Eval_GAUC: 0.7115	Eval_AUC: 0.7145
Epoch 1 Global_step 135000	Train_loss: 0.4919	Eval_GAUC: 0.7168	Eval_AUC: 0.7177
Epoch 1 Global_step 136000	Train_loss: 0.4851	Eval_GAUC: 0.7185	Eval_AUC: 0.7205
Epoch 1 Global_step 137000	Train_loss: 0.4876	Eval_GAUC: 0.6907	Eval_AUC: 0.6937
Epoch 1 Global_step 138000	Train_loss: 0.4863	Eval_GAUC: 0.6918	Eval_AUC: 0.6925
Epoch 1 Global_step 139000	Train_loss: 0.4851	Eval_GAUC: 0.7263	Eval_AUC: 0.7281
Epoch 1 Global_step 140000	Train_loss: 0.4896	Eval_GAUC: 0.7316	Eval_AUC: 0.7328
Epoch 1 Global_step 141000	Train_loss: 0.4861	Eval_GAUC: 0.7189	Eval_AUC: 0.7206
Epoch 1 Global_step 142000	Train_loss: 0.4890	Eval_GAUC: 0.6750	Eval_AUC: 0.6757
Epoch 1 Global_step 143000	Train_loss: 0.4836	Eval_GAUC: 0.7209	Eval_AUC: 0.7225
Epoch 1 Global_step 144000	Train_loss: 0.4833	Eval_GAUC: 0.6949	Eval_AUC: 0.6962
Epoch 1 Global_step 145000	Train_loss: 0.4828	Eval_GAUC: 0.6894	Eval_AUC: 0.6916
Epoch 1 Global_step 146000	Train_loss: 0.4887	Eval_GAUC: 0.7052	Eval_AUC: 0.7066
Epoch 1 Global_step 147000	Train_loss: 0.4874	Eval_GAUC: 0.6866	Eval_AUC: 0.6885
Epoch 1 Global_step 148000	Train_loss: 0.4820	Eval_GAUC: 0.6803	Eval_AUC: 0.6788
Epoch 1 Global_step 149000	Train_loss: 0.4923	Eval_GAUC: 0.7572	Eval_AUC: 0.7589
Epoch 1 Global_step 150000	Train_loss: 0.4861	Eval_GAUC: 0.7823	Eval_AUC: 0.7832
Epoch 1 Global_step 151000	Train_loss: 0.4869	Eval_GAUC: 0.7233	Eval_AUC: 0.7243
Epoch 1 Global_step 152000	Train_loss: 0.4845	Eval_GAUC: 0.7307	Eval_AUC: 0.7332
Epoch 1 Global_step 153000	Train_loss: 0.4823	Eval_GAUC: 0.7505	Eval_AUC: 0.7522
Epoch 1 Global_step 154000	Train_loss: 0.4815	Eval_GAUC: 0.7377	Eval_AUC: 0.7384
Epoch 1 Global_step 155000	Train_loss: 0.4785	Eval_GAUC: 0.7338	Eval_AUC: 0.7335
Epoch 1 Global_step 156000	Train_loss: 0.4820	Eval_GAUC: 0.7395	Eval_AUC: 0.7419
Epoch 1 Global_step 157000	Train_loss: 0.4813	Eval_GAUC: 0.7622	Eval_AUC: 0.7652
Epoch 1 Global_step 158000	Train_loss: 0.4805	Eval_GAUC: 0.7546	Eval_AUC: 0.7565
Epoch 1 Global_step 159000	Train_loss: 0.4836	Eval_GAUC: 0.7326	Eval_AUC: 0.7335
Epoch 1 Global_step 160000	Train_loss: 0.4857	Eval_GAUC: 0.7360	Eval_AUC: 0.7372
Epoch 1 Global_step 161000	Train_loss: 0.4876	Eval_GAUC: 0.7389	Eval_AUC: 0.7397
Epoch 1 Global_step 162000	Train_loss: 0.4912	Eval_GAUC: 0.7237	Eval_AUC: 0.7256
Epoch 1 Global_step 163000	Train_loss: 0.4821	Eval_GAUC: 0.7284	Eval_AUC: 0.7298
Epoch 1 DONE	Cost time: 29834.41
Epoch 2 Global_step 164000	Train_loss: 0.4533	Eval_GAUC: 0.7270	Eval_AUC: 0.7280
Epoch 2 Global_step 165000	Train_loss: 0.4753	Eval_GAUC: 0.7402	Eval_AUC: 0.7421
Epoch 2 Global_step 166000	Train_loss: 0.4780	Eval_GAUC: 0.7155	Eval_AUC: 0.7161
Epoch 2 Global_step 167000	Train_loss: 0.4834	Eval_GAUC: 0.7467	Eval_AUC: 0.7492
Epoch 2 Global_step 168000	Train_loss: 0.4835	Eval_GAUC: 0.7312	Eval_AUC: 0.7318
Epoch 2 Global_step 169000	Train_loss: 0.4787	Eval_GAUC: 0.7224	Eval_AUC: 0.7229
Epoch 2 Global_step 170000	Train_loss: 0.4808	Eval_GAUC: 0.7458	Eval_AUC: 0.7468
Epoch 2 Global_step 171000	Train_loss: 0.4780	Eval_GAUC: 0.7274	Eval_AUC: 0.7295
Epoch 2 Global_step 172000	Train_loss: 0.4776	Eval_GAUC: 0.7172	Eval_AUC: 0.7183
Epoch 2 Global_step 173000	Train_loss: 0.4837	Eval_GAUC: 0.7448	Eval_AUC: 0.7486
Epoch 2 Global_step 174000	Train_loss: 0.4795	Eval_GAUC: 0.7459	Eval_AUC: 0.7474
Epoch 2 Global_step 175000	Train_loss: 0.4783	Eval_GAUC: 0.7510	Eval_AUC: 0.7523
Epoch 2 Global_step 176000	Train_loss: 0.4769	Eval_GAUC: 0.7087	Eval_AUC: 0.7086
Epoch 2 Global_step 177000	Train_loss: 0.4780	Eval_GAUC: 0.7607	Eval_AUC: 0.7631
Epoch 2 Global_step 178000	Train_loss: 0.4811	Eval_GAUC: 0.7448	Eval_AUC: 0.7467
Epoch 2 Global_step 179000	Train_loss: 0.4782	Eval_GAUC: 0.7200	Eval_AUC: 0.7220
Epoch 2 Global_step 180000	Train_loss: 0.4794	Eval_GAUC: 0.7491	Eval_AUC: 0.7500
